sale_id,store_id,product_id,date_id,quantity_sold,revenue,cost,profit
1273,5,14,243,5,8141.1,4151.31,3989.79
1274,5,22,207,3,8582.43,4342.04,4240.39
1275,5,7,124,3,5474.37,3792.18,1682.19
1276,3,14,249,1,1628.22,999.38,628.84
1277,3,5,184,3,8458.8,4566.6,3892.2
1278,1,18,157,3,2456.16,1738.06,718.1
1279,5,10,229,3,4257.0,2658.28,1598.72
1280,4,3,108,2,2183.2,1557.05,626.15
1281,1,12,132,3,4780.44,3165.94,1614.5
1282,1,23,173,1,2007.16,1504.54,502.62
1283,1,9,22,3,8875.38,6637.41,2237.97
1284,3,16,195,2,3734.08,2951.03,783.05
1285,3,20,174,3,5770.05,3946.89,1823.16
1286,4,17,340,4,9028.24,7208.31,1819.93
1287,1,5,268,3,8458.8,6051.6,2407.2
1288,1,1,354,4,5864.56,4512.52,1352.04
1289,4,12,346,1,1593.48,964.66,628.82
1290,3,6,89,5,3595.05,2742.81,852.24
1291,2,7,318,2,3649.58,2234.78,1414.8
1292,1,9,313,2,5916.92,3557.81,2359.11
1293,3,27,137,3,8498.19,4546.07,3952.12
1294,1,18,51,1,818.72,529.5,289.22
1295,2,27,87,3,8498.19,4307.64,4190.55
1296,3,2,153,4,6701.24,4124.41,2576.83
1297,4,25,308,1,215.48,168.92,46.56
1298,4,27,42,2,5665.46,3075.24,2590.22
1299,4,8,226,4,3074.28,2354.57,719.71
1300,2,22,175,5,14304.05,9607.46,4696.59
1301,5,27,195,1,2832.73,2128.94,703.79
1302,2,14,336,5,8141.1,5350.39,2790.71
1303,3,20,4,5,9616.75,7103.87,2512.88
1304,5,17,175,2,4514.12,2582.12,1932.0
1305,1,11,191,2,3371.2,2428.77,942.43
1306,4,28,102,4,8394.6,5276.85,3117.75
1307,4,26,264,5,4204.05,3174.6,1029.45
1308,4,15,249,5,1181.05,604.87,576.18
1309,5,25,129,2,430.96,262.59,168.37
1310,2,14,229,5,8141.1,6005.4,2135.7
1311,5,8,2,3,2305.71,1339.95,965.76
1312,4,6,81,1,719.01,476.88,242.13
1313,3,11,261,4,6742.4,3528.44,3213.96
1314,3,2,330,1,1675.31,839.09,836.22
1315,1,19,304,4,5765.28,3381.25,2384.03
1316,1,10,311,2,2838.0,1609.72,1228.28
1317,3,9,255,3,8875.38,5418.72,3456.66
1318,1,10,286,1,1419.0,1082.15,336.85
1319,2,14,256,2,3256.44,2248.85,1007.59
1320,4,17,161,3,6771.18,4931.57,1839.61
1321,1,8,66,3,2305.71,1419.97,885.74
1322,4,1,282,4,5864.56,3524.39,2340.17
1323,2,21,319,3,3230.34,2082.09,1148.25
1324,5,15,189,3,708.63,393.97,314.66
1325,1,27,98,1,2832.73,1894.16,938.57
1326,2,2,316,1,1675.31,909.95,765.36
1327,5,28,217,5,10493.25,7391.69,3101.56
1328,5,27,89,1,2832.73,1437.6,1395.13
1329,3,4,316,2,4751.9,2503.64,2248.26
1330,4,27,329,4,11330.92,6876.49,4454.43
1331,5,30,171,1,563.65,398.51,165.14
1332,2,5,226,5,14098.0,7375.12,6722.88
1333,4,11,194,2,3371.2,2157.87,1213.33
1334,5,13,80,1,2561.62,1445.82,1115.8
1335,2,30,105,3,1690.95,1313.05,377.9
1336,5,24,108,5,2173.75,1653.16,520.59
1337,4,24,285,1,434.75,263.19,171.56
1338,3,9,183,3,8875.38,5409.6,3465.78
1339,2,13,338,5,12808.1,8931.47,3876.63
1340,1,29,166,2,2258.26,1399.7,858.56
1341,5,15,301,1,236.21,161.38,74.83
1342,2,11,177,5,8428.0,4744.32,3683.68
1343,3,26,86,3,2522.43,1734.37,788.06
1344,4,9,9,1,2958.46,1831.23,1127.23
1345,2,12,253,2,3186.96,2511.22,675.74
1346,5,21,144,2,2153.56,1310.47,843.09
1347,2,21,17,4,4307.12,3412.18,894.94
1348,4,8,331,2,1537.14,1198.2,338.94
1349,1,30,299,5,2818.25,2124.66,693.59
1350,2,8,55,4,3074.28,2333.53,740.75
1351,4,13,95,2,5123.24,3703.15,1420.09
1352,3,12,222,5,7967.4,5088.6,2878.8
1353,2,11,204,4,6742.4,4542.06,2200.34
1354,4,4,83,2,4751.9,2487.39,2264.51
1355,3,6,275,3,2157.03,1611.31,545.72
1356,1,9,329,4,11833.84,6813.78,5020.06
1357,5,22,91,4,11443.24,9018.03,2425.21
1358,5,6,261,5,3595.05,2041.17,1553.88
1359,3,20,98,2,3846.7,2553.84,1292.86
1360,2,29,365,3,3387.39,2583.35,804.04
1361,3,10,14,3,4257.0,2478.5,1778.5
1362,5,6,317,4,2876.04,1485.08,1390.96
1363,5,9,81,1,2958.46,1762.91,1195.55
1364,4,4,171,4,9503.8,6964.46,2539.34
1365,1,22,332,4,11443.24,8799.15,2644.09
1366,1,3,236,4,4366.4,3165.84,1200.56
1367,2,11,245,3,5056.8,3287.6,1769.2
1368,2,13,166,5,12808.1,7118.27,5689.83
1369,1,12,331,1,1593.48,978.81,614.67
1370,3,29,120,3,3387.39,2259.8,1127.59
1371,5,18,82,4,3274.88,2528.65,746.23
1372,2,6,65,3,2157.03,1393.61,763.42
1373,3,18,89,3,2456.16,1694.4,761.76
1374,5,20,322,2,3846.7,2225.21,1621.49
1375,1,19,264,1,1441.32,812.49,628.83
1376,1,26,108,4,3363.24,2283.85,1079.39
1377,5,16,223,1,1867.04,1196.1,670.94
1378,2,30,26,5,2818.25,1571.76,1246.49
1379,1,11,332,3,5056.8,3426.37,1630.43
1380,1,6,47,5,3595.05,1963.61,1631.44
1381,3,8,45,1,768.57,578.16,190.41
1382,3,30,352,1,563.65,284.86,278.79
1383,4,7,92,1,1824.79,1312.26,512.53
1384,3,16,46,5,9335.2,6338.53,2996.67
1385,3,19,316,1,1441.32,1137.22,304.1
1386,3,6,142,3,2157.03,1330.12,826.91
1387,5,22,142,4,11443.24,7890.8,3552.44
1388,2,20,284,5,9616.75,5652.0,3964.75
1389,5,17,106,2,4514.12,3476.6,1037.52
1390,4,2,200,4,6701.24,3551.88,3149.36
1391,2,9,105,5,14792.3,11134.89,3657.41
1392,1,7,328,2,3649.58,1868.01,1781.57
1393,3,22,18,5,14304.05,10574.25,3729.8
1394,3,4,65,3,7127.85,4319.66,2808.19
1395,1,17,262,5,11285.3,6998.37,4286.93
1396,2,14,271,5,8141.1,4978.9,3162.2
1397,2,18,72,3,2456.16,1668.91,787.25
1398,4,8,13,5,3842.85,2191.45,1651.4
1399,5,18,252,5,4093.6,2407.44,1686.16
1400,1,25,256,1,215.48,143.94,71.54
1401,2,3,82,4,4366.4,3116.46,1249.94
1402,2,19,139,4,5765.28,3498.28,2267.0
1403,2,29,34,1,1129.13,898.15,230.98
1404,4,26,189,4,3363.24,1695.67,1667.57
1405,1,28,263,3,6295.95,4039.51,2256.44
1406,2,17,232,4,9028.24,6783.64,2244.6
1407,5,28,300,3,6295.95,4744.96,1550.99
1408,5,22,315,2,5721.62,4287.35,1434.27
1409,4,30,335,3,1690.95,958.4,732.55
1410,4,20,123,1,1923.35,1094.89,828.46
1411,1,7,213,4,7299.16,5526.08,1773.08
1412,3,9,155,2,5916.92,3875.15,2041.77
1413,3,16,272,4,7468.16,3846.76,3621.4
1414,4,12,187,2,3186.96,1792.94,1394.02
1415,2,18,78,3,2456.16,1662.9,793.26
1416,2,8,185,1,768.57,425.58,342.99
1417,3,27,193,5,14163.65,8887.51,5276.14
1418,4,24,305,4,1739.0,1228.61,510.39
1419,2,24,170,2,869.5,494.26,375.24
1420,1,9,308,5,14792.3,10190.9,4601.4
1421,1,23,202,5,10035.8,7146.28,2889.52
1422,5,4,288,4,9503.8,5955.61,3548.19
1423,2,30,169,3,1690.95,1187.24,503.71
1424,2,13,79,1,2561.62,1771.88,789.74
1425,3,10,211,2,2838.0,1970.54,867.46
1426,4,11,165,2,3371.2,1922.37,1448.83
1427,3,15,183,1,236.21,152.24,83.97
1428,5,28,300,2,4197.3,2544.68,1652.62
1429,2,21,320,1,1076.78,643.29,433.49
1430,1,17,244,2,4514.12,2417.58,2096.54
1431,4,23,136,2,4014.32,2624.08,1390.24
1432,4,17,58,5,11285.3,8269.65,3015.65
1433,5,17,355,1,2257.06,1790.42,466.64
1434,2,6,11,3,2157.03,1443.08,713.95
1435,4,30,235,5,2818.25,1975.48,842.77
1436,3,8,9,2,1537.14,830.58,706.56
1437,2,28,175,4,8394.6,4273.75,4120.85
1438,5,4,106,2,4751.9,3519.64,1232.26
1439,2,26,189,4,3363.24,1870.72,1492.52
1440,1,26,63,1,840.81,507.14,333.67
1441,3,10,21,2,2838.0,1625.81,1212.19
1442,1,4,45,1,2375.95,1480.81,895.14
1443,2,7,82,1,1824.79,1315.55,509.24
1444,3,18,180,5,4093.6,2529.69,1563.91
1445,5,26,227,1,840.81,661.06,179.75
1446,2,24,298,1,434.75,264.98,169.77
1447,5,24,62,2,869.5,540.6,328.9
1448,4,30,216,2,1127.3,843.69,283.61
1449,5,19,345,2,2882.64,2269.66,612.98
1450,1,13,236,3,7684.86,5086.27,2598.59
1451,5,21,79,5,5383.9,2779.37,2604.53
1452,1,7,168,2,3649.58,2325.37,1324.21
1453,3,9,329,3,8875.38,6151.48,2723.9
1454,5,25,44,1,215.48,116.82,98.66
1455,4,22,251,2,5721.62,3590.4,2131.22
1456,1,30,13,2,1127.3,622.86,504.44
1457,1,21,279,4,4307.12,2416.73,1890.39
1458,2,9,362,5,14792.3,8014.71,6777.59
1459,2,6,48,3,2157.03,1186.76,970.27
1460,2,8,236,3,2305.71,1244.72,1060.99
1461,5,28,42,1,2098.65,1526.5,572.15
1462,3,6,152,1,719.01,451.23,267.78
1463,1,1,90,5,7330.7,5655.65,1675.05
1464,2,10,352,1,1419.0,822.81,596.19
1465,3,29,360,5,5645.65,4280.54,1365.11
1466,3,6,317,4,2876.04,2071.55,804.49
1467,3,25,356,1,215.48,126.01,89.47
1468,5,23,326,3,6021.48,3124.24,2897.24
1469,1,21,141,1,1076.78,550.9,525.88
1470,1,23,63,5,10035.8,6191.06,3844.74
1471,2,19,203,1,1441.32,753.66,687.66
1472,2,28,32,5,10493.25,7854.65,2638.6
1473,2,19,233,1,1441.32,897.25,544.07
1474,3,10,171,4,5676.0,3719.43,1956.57
1475,2,29,71,2,2258.26,1514.2,744.06
1476,1,18,245,3,2456.16,1676.12,780.04
1477,4,28,312,5,10493.25,6545.2,3948.05
1478,4,28,108,5,10493.25,6843.69,3649.56
1479,1,17,309,5,11285.3,7993.77,3291.53
1480,5,28,316,1,2098.65,1346.61,752.04
1481,3,5,293,5,14098.0,9470.58,4627.42
1482,5,15,43,3,708.63,357.41,351.22
1483,4,28,84,3,6295.95,4160.71,2135.24
1484,5,27,204,1,2832.73,2215.16,617.57
1485,2,15,347,4,944.84,563.13,381.71
1486,1,8,79,1,768.57,547.82,220.75
1487,1,27,273,3,8498.19,5655.72,2842.47
1488,2,27,359,5,14163.65,10544.71,3618.94
1489,1,21,247,1,1076.78,583.55,493.23
1490,3,1,235,3,4398.42,2801.13,1597.29
1491,4,16,292,5,9335.2,5768.05,3567.15
1492,2,10,236,3,4257.0,2755.4,1501.6
1493,1,16,161,5,9335.2,6600.67,2734.53
1494,5,14,267,5,8141.1,4601.55,3539.55
1495,3,30,92,2,1127.3,685.32,441.98
1496,5,21,29,1,1076.78,555.83,520.95
1497,2,7,253,1,1824.79,1273.29,551.5
1498,1,14,8,3,4884.66,2974.36,1910.3
1499,5,3,77,5,5458.0,4147.65,1310.35
1500,3,27,123,5,14163.65,10815.45,3348.2
1501,1,18,262,2,1637.44,1246.12,391.32
1502,1,23,220,2,4014.32,2139.76,1874.56
1503,2,26,254,5,4204.05,2639.24,1564.81
1504,5,6,27,5,3595.05,2519.08,1075.97
1505,2,12,300,3,4780.44,3463.94,1316.5
1506,2,7,237,2,3649.58,1862.53,1787.05
1507,4,6,315,3,2157.03,1629.77,527.26
1508,3,10,206,2,2838.0,1782.35,1055.65
1509,4,12,70,2,3186.96,1623.66,1563.3
1510,3,13,98,3,7684.86,5773.94,1910.92
1511,1,17,234,1,2257.06,1550.2,706.86
1512,1,30,332,1,563.65,382.11,181.54
1513,4,30,138,2,1127.3,581.85,545.45
1514,3,17,147,4,9028.24,6203.21,2825.03
1515,5,24,347,5,2173.75,1117.73,1056.02
1516,5,11,137,2,3371.2,2329.73,1041.47
1517,2,11,104,5,8428.0,5499.66,2928.34
1518,3,23,340,4,8028.64,5592.93,2435.71
1519,2,12,150,1,1593.48,894.97,698.51
1520,3,5,136,4,11278.4,7766.33,3512.07
1521,2,24,162,3,1304.25,896.21,408.04
1522,4,26,300,5,4204.05,2706.64,1497.41
1523,4,16,13,1,1867.04,1408.99,458.05
1524,2,29,192,3,3387.39,2159.15,1228.24
1525,4,16,80,1,1867.04,1304.15,562.89
1526,1,3,229,4,4366.4,3350.49,1015.91
1527,3,15,194,4,944.84,533.94,410.9
1528,5,3,269,1,1091.6,743.91,347.69
1529,3,16,33,5,9335.2,5902.01,3433.19
1530,2,18,11,4,3274.88,1885.99,1388.89
1531,4,1,238,4,5864.56,3637.65,2226.91
1532,4,3,133,1,1091.6,809.78,281.82
1533,4,16,43,3,5601.12,3576.9,2024.22
1534,2,17,33,3,6771.18,5363.21,1407.97
1535,4,14,273,5,8141.1,5737.71,2403.39
1536,2,26,37,1,840.81,508.78,332.03
1537,1,26,38,2,1681.62,1212.71,468.91
1538,4,20,307,5,9616.75,6707.03,2909.72
1539,3,6,15,3,2157.03,1666.76,490.27
1540,3,26,318,1,840.81,465.56,375.25
1541,5,26,125,5,4204.05,2467.57,1736.48
1542,2,8,260,2,1537.14,1097.59,439.55
1543,2,9,225,5,14792.3,9596.28,5196.02
1544,2,25,242,2,430.96,226.28,204.68
1545,5,29,85,4,4516.52,2549.31,1967.21
1546,1,6,258,1,719.01,370.05,348.96
1547,1,24,88,1,434.75,309.05,125.7
1548,5,15,134,4,944.84,642.93,301.91
1549,5,8,272,1,768.57,502.59,265.98
1550,5,22,239,4,11443.24,7858.94,3584.3
1551,4,11,313,5,8428.0,6235.32,2192.68
1552,5,8,90,1,768.57,531.5,237.07
1553,1,26,84,4,3363.24,2311.7,1051.54
1554,1,9,159,5,14792.3,7741.32,7050.98
1555,2,7,135,3,5474.37,3673.36,1801.01
1556,4,1,227,5,7330.7,5863.98,1466.72
1557,1,28,95,3,6295.95,4957.34,1338.61
1558,3,10,344,3,4257.0,2236.86,2020.14
1559,2,28,265,4,8394.6,4586.68,3807.92
1560,4,6,259,3,2157.03,1204.46,952.57
1561,1,23,190,2,4014.32,2362.55,1651.77
1562,2,16,322,3,5601.12,4048.15,1552.97
1563,3,28,102,5,10493.25,6066.32,4426.93
1564,3,7,295,2,3649.58,2314.55,1335.03
1565,5,13,70,2,5123.24,3490.21,1633.03
1566,2,5,310,4,11278.4,8172.7,3105.7
1567,2,7,134,4,7299.16,5609.67,1689.49
1568,5,3,310,1,1091.6,778.97,312.63
1569,1,1,255,4,5864.56,3801.38,2063.18
1570,5,11,136,4,6742.4,4755.05,1987.35
1571,5,28,21,1,2098.65,1652.64,446.01
1572,2,19,308,1,1441.32,813.53,627.79
1573,2,23,146,5,10035.8,6870.84,3164.96
1574,2,10,16,2,2838.0,1597.09,1240.91
1575,5,2,262,5,8376.55,4486.08,3890.47
1576,3,30,349,3,1690.95,1104.02,586.93
1577,1,5,95,4,11278.4,8969.98,2308.42
1578,3,14,169,1,1628.22,902.02,726.2
1579,1,24,94,3,1304.25,691.26,612.99
1580,4,13,237,4,10246.48,7849.7,2396.78
1581,3,20,353,2,3846.7,2615.95,1230.75
1582,3,11,62,3,5056.8,3844.88,1211.92
1583,1,11,126,4,6742.4,3668.86,3073.54
1584,3,13,184,5,12808.1,7327.23,5480.87
1585,4,22,79,1,2860.81,1503.32,1357.49
1586,4,21,314,2,2153.56,1159.41,994.15
1587,4,22,294,2,5721.62,3873.13,1848.49
1588,3,18,317,1,818.72,452.03,366.69
1589,3,13,333,4,10246.48,6231.25,4015.23
1590,4,10,84,2,2838.0,1574.72,1263.28
1591,2,13,307,5,12808.1,7811.0,4997.1
1592,1,11,313,3,5056.8,3462.93,1593.87
1593,4,3,105,3,3274.8,1754.49,1520.31
1594,2,3,176,3,3274.8,2068.52,1206.28
1595,2,9,268,2,5916.92,3839.81,2077.11
1596,3,4,157,4,9503.8,5403.35,4100.45
1597,1,13,58,4,10246.48,8065.82,2180.66
1598,2,10,152,1,1419.0,779.73,639.27
1599,4,10,256,5,7095.0,4726.43,2368.57
1600,4,1,60,4,5864.56,4101.27,1763.29
1601,4,18,170,4,3274.88,1722.82,1552.06
1602,5,4,218,2,4751.9,2844.16,1907.74
1603,4,24,181,3,1304.25,926.07,378.18
1604,2,16,286,1,1867.04,1437.1,429.94
1605,3,15,96,3,708.63,404.05,304.58
1606,4,9,259,4,11833.84,6555.93,5277.91
1607,1,6,176,1,719.01,464.78,254.23
1608,2,15,231,4,944.84,645.67,299.17
1609,1,29,273,5,5645.65,2933.17,2712.48
1610,3,22,12,2,5721.62,3113.86,2607.76
1611,2,20,70,1,1923.35,1259.54,663.81
1612,3,4,119,3,7127.85,3816.22,3311.63
1613,3,11,213,5,8428.0,5667.93,2760.07
1614,3,21,96,5,5383.9,3717.98,1665.92
1615,2,6,180,3,2157.03,1584.15,572.88
1616,2,21,22,1,1076.78,544.57,532.21
1617,4,16,46,4,7468.16,3768.69,3699.47
1618,2,18,46,5,4093.6,2755.4,1338.2
1619,5,7,142,3,5474.37,3229.55,2244.82
1620,4,24,80,5,2173.75,1662.7,511.05
1621,5,17,237,2,4514.12,2643.03,1871.09
1622,4,20,242,2,3846.7,2870.18,976.52
1623,1,3,200,5,5458.0,3357.41,2100.59
1624,4,25,266,3,646.44,464.22,182.22
1625,3,10,365,5,7095.0,4316.68,2778.32
1626,1,18,357,1,818.72,542.2,276.52
1627,1,23,80,3,6021.48,3699.43,2322.05
1628,4,5,20,3,8458.8,6342.16,2116.64
1629,1,28,312,2,4197.3,3313.51,883.79
1630,3,18,196,5,4093.6,2572.83,1520.77
1631,1,16,95,2,3734.08,1972.76,1761.32
1632,4,24,288,2,869.5,573.04,296.46
1633,4,10,188,4,5676.0,3274.56,2401.44
1634,1,7,154,2,3649.58,2636.81,1012.77
1635,4,28,108,5,10493.25,5417.9,5075.35
1636,1,1,241,4,5864.56,4095.32,1769.24
1637,3,20,133,3,5770.05,3494.29,2275.76
1638,5,21,10,4,4307.12,2676.3,1630.82
1639,2,20,280,1,1923.35,1033.88,889.47
1640,1,20,335,1,1923.35,1497.83,425.52
1641,4,9,21,1,2958.46,1778.24,1180.22
1642,2,6,284,3,2157.03,1611.5,545.53
1643,1,17,122,1,2257.06,1678.73,578.33
1644,4,29,37,3,3387.39,2677.9,709.49
1645,4,14,154,1,1628.22,1017.48,610.74
1646,4,12,319,4,6373.92,3693.76,2680.16
1647,3,9,241,5,14792.3,7772.0,7020.3
1648,3,5,273,1,2819.6,1574.93,1244.67
1649,1,6,177,1,719.01,557.39,161.62
1650,5,10,249,3,4257.0,3013.59,1243.41
1651,3,20,142,1,1923.35,1148.88,774.47
1652,3,19,22,5,7206.6,3937.08,3269.52
1653,2,1,180,3,4398.42,2947.28,1451.14
1654,4,28,236,3,6295.95,4851.17,1444.78
1655,5,15,20,1,236.21,138.33,97.88
1656,2,14,5,4,6512.88,3973.99,2538.89
1657,3,15,340,4,944.84,484.41,460.43
1658,1,29,118,1,1129.13,656.12,473.01
1659,5,8,168,2,1537.14,957.71,579.43
1660,2,26,91,1,840.81,624.51,216.3
1661,2,18,297,1,818.72,585.39,233.33
1662,5,4,271,1,2375.95,1257.05,1118.9
1663,4,23,67,2,4014.32,2288.43,1725.89
1664,4,15,211,1,236.21,126.56,109.65
1665,4,5,171,4,11278.4,7407.83,3870.57
1666,4,25,246,3,646.44,342.28,304.16
1667,2,13,197,3,7684.86,4510.57,3174.29
1668,4,14,72,4,6512.88,4696.61,1816.27
1669,5,27,57,5,14163.65,10039.97,4123.68
1670,4,3,37,3,3274.8,2082.49,1192.31
1671,1,21,10,3,3230.34,2136.87,1093.47
1672,3,8,305,5,3842.85,2579.47,1263.38
1673,4,13,322,2,5123.24,3461.6,1661.64
1674,3,21,354,2,2153.56,1110.98,1042.58
1675,2,9,246,4,11833.84,6939.45,4894.39
1676,4,18,302,5,4093.6,2998.63,1094.97
1677,5,17,277,2,4514.12,2369.81,2144.31
1678,2,13,245,1,2561.62,1309.95,1251.67
1679,2,15,93,5,1181.05,927.62,253.43
1680,2,8,229,1,768.57,458.96,309.61
1681,4,3,191,1,1091.6,813.9,277.7
1682,5,14,16,5,8141.1,5604.44,2536.66
1683,5,8,195,2,1537.14,962.35,574.79
1684,3,26,91,1,840.81,598.41,242.4
1685,1,9,243,1,2958.46,1727.71,1230.75
1686,2,8,228,1,768.57,593.7,174.87
1687,4,20,202,1,1923.35,1335.39,587.96
1688,4,5,200,4,11278.4,7406.07,3872.33
1689,3,29,263,1,1129.13,902.93,226.2
1690,5,13,19,2,5123.24,3827.2,1296.04
1691,4,5,187,5,14098.0,9499.85,4598.15
1692,4,18,179,1,818.72,569.98,248.74
1693,1,6,3,1,719.01,502.08,216.93
1694,4,21,90,4,4307.12,3236.7,1070.42
1695,1,28,290,1,2098.65,1474.83,623.82
1696,1,9,304,2,5916.92,3291.24,2625.68
1697,4,8,169,2,1537.14,818.97,718.17
1698,5,11,75,3,5056.8,3734.17,1322.63
1699,2,4,161,2,4751.9,3748.15,1003.75
1700,5,2,178,4,6701.24,4946.17,1755.07
1701,3,8,187,5,3842.85,2404.85,1438.0
1702,1,2,328,1,1675.31,1111.96,563.35
1703,2,1,312,1,1466.14,1058.38,407.76
1704,5,2,311,3,5025.93,2812.23,2213.7
1705,4,3,147,5,5458.0,3366.84,2091.16
1706,5,14,43,3,4884.66,3461.55,1423.11
1707,4,4,310,1,2375.95,1755.29,620.66
1708,4,26,169,3,2522.43,1743.43,779.0
1709,3,20,230,2,3846.7,2110.76,1735.94
1710,5,24,124,5,2173.75,1418.73,755.02
1711,5,26,154,1,840.81,445.49,395.32
1712,2,2,166,1,1675.31,922.98,752.33
1713,2,25,288,1,215.48,114.46,101.02
1714,3,3,185,2,2183.2,1355.95,827.25
1715,2,22,167,2,5721.62,3082.29,2639.33
1716,2,27,356,1,2832.73,1764.76,1067.97
1717,5,25,43,1,215.48,112.35,103.13
1718,2,3,3,1,1091.6,590.04,501.56
1719,2,29,312,1,1129.13,863.96,265.17
1720,4,25,103,4,861.92,624.45,237.47
1721,3,5,292,5,14098.0,7404.19,6693.81
1722,4,26,361,4,3363.24,2461.75,901.49
1723,4,12,365,4,6373.92,4062.96,2310.96
1724,5,25,141,4,861.92,497.89,364.03
1725,3,10,208,5,7095.0,5020.79,2074.21
1726,2,24,194,5,2173.75,1139.67,1034.08
1727,4,13,206,2,5123.24,3429.28,1693.96
1728,2,27,304,5,14163.65,9341.12,4822.53
1729,5,5,83,1,2819.6,1862.86,956.74
1730,3,3,172,3,3274.8,2317.55,957.25
1731,5,26,160,1,840.81,508.16,332.65
1732,2,2,258,4,6701.24,5301.87,1399.37
1733,2,23,27,3,6021.48,3237.1,2784.38
1734,4,20,44,3,5770.05,4089.59,1680.46
1735,2,12,22,1,1593.48,853.22,740.26
1736,5,18,354,3,2456.16,1413.93,1042.23
1737,2,20,232,2,3846.7,2108.47,1738.23
1738,2,24,77,4,1739.0,1335.88,403.12
1739,5,5,142,2,5639.2,2932.48,2706.72
1740,1,6,20,5,3595.05,2844.77,750.28
1741,2,24,40,3,1304.25,1021.59,282.66
1742,3,21,252,1,1076.78,554.31,522.47
1743,2,13,142,5,12808.1,7722.86,5085.24
1744,5,18,83,1,818.72,580.49,238.23
1745,1,29,54,1,1129.13,704.38,424.75
1746,4,1,221,1,1466.14,960.07,506.07
1747,1,29,153,3,3387.39,1773.57,1613.82
1748,1,5,324,4,11278.4,8499.94,2778.46
1749,4,3,14,5,5458.0,3223.71,2234.29
1750,1,19,322,1,1441.32,832.96,608.36
1751,5,23,297,3,6021.48,3687.91,2333.57
1752,3,19,343,5,7206.6,4794.63,2411.97
1753,4,27,278,3,8498.19,5755.54,2742.65
1754,4,2,136,1,1675.31,1311.9,363.41
1755,5,23,266,2,4014.32,2762.05,1252.27
1756,3,30,312,3,1690.95,947.43,743.52
1757,3,17,101,5,11285.3,7324.92,3960.38
1758,5,30,329,5,2818.25,1642.14,1176.11
1759,1,12,357,5,7967.4,5510.43,2456.97
1760,5,18,13,2,1637.44,1308.89,328.55
1761,3,5,240,2,5639.2,3430.93,2208.27
1762,3,30,13,4,2254.6,1704.49,550.11
1763,4,4,308,2,4751.9,2750.99,2000.91
1764,3,4,11,2,4751.9,2747.34,2004.56
1765,5,17,309,2,4514.12,3040.67,1473.45
1766,1,11,234,5,8428.0,4665.64,3762.36
1767,1,30,48,1,563.65,391.88,171.77
1768,3,22,219,2,5721.62,2885.44,2836.18
1769,2,7,35,2,3649.58,1856.44,1793.14
1770,4,27,190,2,5665.46,3743.32,1922.14
1771,3,30,361,1,563.65,447.07,116.58
1772,3,17,141,1,2257.06,1350.0,907.06
1773,1,28,298,1,2098.65,1406.37,692.28
1774,4,7,14,5,9123.95,7265.53,1858.42
1775,2,7,293,5,9123.95,5592.18,3531.77
1776,2,28,329,2,4197.3,2416.1,1781.2
1777,3,6,245,5,3595.05,2581.02,1014.03
1778,2,8,24,2,1537.14,1106.58,430.56
1779,5,21,231,2,2153.56,1606.92,546.64
1780,2,22,284,5,14304.05,8192.68,6111.37
1781,2,21,66,5,5383.9,3077.08,2306.82
1782,5,29,36,1,1129.13,829.13,300.0
1783,3,11,233,2,3371.2,2220.44,1150.76
1784,4,10,300,4,5676.0,2859.57,2816.43
1785,3,7,285,4,7299.16,4427.07,2872.09
1786,4,27,345,2,5665.46,3558.68,2106.78
1787,3,7,70,3,5474.37,3713.65,1760.72
1788,5,23,239,1,2007.16,1245.38,761.78
1789,4,2,162,5,8376.55,6089.08,2287.47
1790,4,1,201,4,5864.56,3561.29,2303.27
1791,2,30,256,1,563.65,397.5,166.15
1792,5,27,9,4,11330.92,5804.2,5526.72
1793,4,24,54,2,869.5,568.88,300.62
1794,5,16,74,2,3734.08,1939.46,1794.62
1795,1,14,331,4,6512.88,3344.27,3168.61
1796,2,21,144,1,1076.78,579.32,497.46
1797,3,12,337,2,3186.96,1915.34,1271.62
1798,5,7,112,2,3649.58,2233.05,1416.53
1799,3,3,210,1,1091.6,683.95,407.65
1800,5,6,322,3,2157.03,1690.84,466.19
1801,1,1,203,2,2932.28,1484.7,1447.58
1802,5,26,327,1,840.81,613.64,227.17
1803,5,24,77,1,434.75,269.57,165.18
1804,1,1,169,5,7330.7,4041.8,3288.9
1805,2,4,138,5,11879.75,6183.7,5696.05
1806,2,12,240,2,3186.96,2237.12,949.84
1807,1,10,110,4,5676.0,3278.48,2397.52
1808,2,5,275,5,14098.0,9164.69,4933.31
1809,4,25,69,4,861.92,489.58,372.34
1810,5,4,313,1,2375.95,1781.24,594.71
1811,2,6,345,3,2157.03,1697.32,459.71
1812,1,15,356,4,944.84,478.4,466.44
1813,4,18,300,5,4093.6,2081.84,2011.76
1814,2,2,98,5,8376.55,6396.28,1980.27
1815,3,12,267,3,4780.44,3153.73,1626.71
1816,1,28,72,3,6295.95,3936.17,2359.78
1817,5,2,283,1,1675.31,1131.01,544.3
1818,5,8,107,5,3842.85,2609.08,1233.77
1819,4,13,48,2,5123.24,3605.7,1517.54
1820,1,22,281,5,14304.05,7647.5,6656.55
1821,1,20,364,3,5770.05,4267.5,1502.55
1822,1,15,38,1,236.21,130.31,105.9
1823,2,26,163,4,3363.24,1957.62,1405.62
1824,3,22,58,1,2860.81,2184.01,676.8
1825,2,28,280,5,10493.25,6413.08,4080.17
